id_linea,id_venta,id_producto,nombre_producto_texto,cantidad,precio_unitario,monto_bruto,descuento,costo_unitario
4047,3792,102,chilero criollo lucho,1,2000,2000,0.0,690
4048,3793,103,Salsa de Ajo Lucho,1,2400,2400,360.0,820
4049,3794,104,Salsa Mango-Habanero,1,3200,3200,0.0,1350
4050,3795,103,Salsa de Ajo Lucho,1,2280,2280,0.0,820
4051,3796,101,Salsa Picante Habanero Lucho,1,2200,2200,330.0,760
4052,3796,103,Salsa de Ajo Lucho,1,2400,2400,360.0,820
4053,3797,101,SALSA PICANTE HABANERO LUCHO,1,2200,2200,0.0,760
4054,3798,102,Chilero Criollo Lucho,2,2000,4000,0.0,690
4055,3799,110,Salsa Curry Tropical,1,3400,3400,0.0,1520
4056,3800,102,Chilero Criollo Lucho,36,2000,72000,0.0,690
4057,3801,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
4058,3801,103,Salsa de Ajo Lucho,2,2400,4800,0.0,820
4059,3802,101,Salsa Picante Habanero Lucho,2,2200,4400,0.0,760
4060,3803,101,SALSA PICANTE HABANERO LUCHO,12,2090,25080,3009.6,760
4061,3804,103,Salsa de Ajo Lucho,1,2400,2400,360.0,820
4062,3805,102,Chilero Criollo Lucho,1,2000,2000,500.0,690
4063,3806,103,Salsa de Ajo Lucho,12,2400,28800,7200.0,820
4064,3807,110,Salsa Curry Tropical,1,3400,3400,0.0,1520
4065,3808,101,SALSA PICANTE HABANERO LUCHO,1,2200,2200,0.0,
4066,3809,106,Salsa Chipotle Dulce,-1,2900,2900,0.0,1190
4067,3809,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
4068,3810,110,Salsa Curry Tropical,1,3400,3400,0.0,1520
4069,3811,102,Chilero Criollo Lucho,3,2000,6000,0.0,690
4070,3811,103,salsa de ajo lucho,1,2400,2400,0.0,820
4071,3812,108,Aderezo Cilantro-Limon,2,2470,4940,0.0,1010
4072,3813,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
4073,3814,103,Salsa de Ajo Lucho,2,2520,5040,0.0,820
4074,3815,101,Salsa Picante Habanero Lucho,12,2310,27720,0.0,760
4075,3815,104,Salsa Mango-Habanero,6,3200,19200,0.0,1350
4076,3816,103,SALSA DE AJO LUCHO,1,2400,2400,0.0,820
4077,3817,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
4078,3818,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
4079,3818,106,Salsa Chipotle Dulce,1,2900,2900,0.0,1190
4080,3818,101,Salsa Picante Habanero Lucho,2,2200,4400,0.0,760
4081,3819,102,Chilero Criollo Lucho,24,2000,48000,0.0,690
4082,3819,103,Salsa de Ajo Lucho,6,2400,14400,0.0,820
4083,3819,101,SALSA PICANTE HABANERO LUCHO,12,2200,26400,0.0,760
4084,3820,109,Salsa Inferno Carolina Reaper,1,4500,4500,0.0,2100
4085,3821,103,salsa de ajo lucho,1,2400,2400,0.0,820
4086,3822,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
4087,3823,107,Salsa Verde Jalapeno,1,2500,2500,0.0,980
4088,3824,103,Salsa de Ajo Lucho,2,2400,4800,0.0,820
4089,3825,101,SALSA PICANTE HABANERO LUCHO,2,2200,4400,0.0,760
4090,3826,103,Salsa de Ajo Lucho,2,2400,4800,720.0,820
4091,3827,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
4092,3827,101,Salsa Picante Habanero Lucho,1,2310,2310,0.0,760
4093,3828,103,Salsa de Ajo Lucho,1,2400,2400,360.0,820
4094,3828,102,Chilero Criollo Lucho,2,2000,4000,600.0,690
4095,3829,101,salsa picante habanero lucho ,2,2310,4620,0.0,760
4096,3830,106,Salsa Chipotle Dulce,1,2900,2900,435.0,1190
4097,3830,102,Chilero Criollo Lucho,1,2000,2000,300.0,690
4098,3831,105,Salsa BBQ Tamarindo,1,3000,3000,0.0,1280
4099,3832,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
4100,3832,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
4101,3833,102,Chilero Criollo Lucho,6,2000,12000,1440.0,690
4102,3833,103,Salsa de Ajo Lucho,9999,2400,28800,3456.0,820
4103,3834,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
4104,3835,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
4105,3836,109,Salsa Inferno Carolina Reaper,2,4725,9450,0.0,2100
4106,3836,110,Salsa Curry Tropical,2,3230,6460,0.0,1520
4107,3837,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
4108,3838,103,salsa de ajo lucho,2,2400,4800,0.0,820
4109,3838,105,Salsa BBQ Tamarindo,1,3000,3000,0.0,1280
4110,3839,102,Chilero Criollo Lucho,24,2000,48000,0.0,690
4111,3839,103,Salsa de Ajo Lucho,24,2400,57600,0.0,820
4112,3839,101,Salsa Picante Habanero Lucho,24,2200,52800,0.0,760
4113,3840,101,SALSA PICANTE HABANERO LUCHO,1,2200,2200,0.0,760
4114,3840,102,Chilero Criollo  Lucho,1,1900,1900,0.0,690
4115,3840,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
4116,3841,102,Chilero Criollo Lucho,1,2000,2000,300.0,690
4117,3841,104,Salsa Mango-Habanero,1,3360,3360,504.0,1350
4118,3842,103,Salsa de Ajo Lucho,3,2400,7200,0.0,820
4119,3843,103,SALSA DE AJO LUCHO,1,2400,2400,0.0,820
4120,3844,103,salsa de ajo lucho,1,2400,2400,0.0,820
4121,3844,102,Chilero Criollo Lucho,2,2000,4000,0.0,690
4122,3845,103,Salsa de Ajo Lucho,2,2400,4800,0.0,820
4123,3845,101,Salsa Picante Habanero Lucho,9999,2200,2200,0.0,760
4124,3846,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
4125,3847,101,SALSA PICANTE HABANERO LUCHO,2,2200,4400,1100.0,760
4126,3847,102,chilero criollo lucho,1,2000,2000,500.0,690
4127,3848,103,Salsa de Ajo Lucho,1,2400,2400,0.0,
4128,3848,102,chilero criollo lucho,3,2000,6000,0.0,690
4129,3849,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
4130,3849,101,Salsa Picante Habanero Lucho,3,2200,6600,0.0,760
4131,3849,109,Salsa Inferno Carolina Reaper,1,4500,4500,0.0,2100
4132,3850,103,Salsa de Ajo Lucho,3,2400,7200,1080.0,820
4133,3851,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
4134,3851,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
4135,3852,107,Salsa Verde Jalapeno,1,2500,2500,0.0,980
4136,3852,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
4137,3853,102,Chilero Criollo Lucho,12,2000,24000,2880.0,690
4138,3854,101,salsa picante habanero lucho ,1,2200,2200,0.0,
4139,3855,101,salsa picante habanero lucho ,3,2200,6600,0.0,760
4140,3856,101,SALSA PICANTE HABANERO LUCHO,2,2200,4400,0.0,760
4141,3857,101,Salsa Picante Habanero Lucho,2,2200,4400,0.0,760
4142,3858,105,Salsa BBQ Tamarindo,1,3150,3150,472.5,1280
4143,3859,101,Salsa Picante Habanero Lucho,2,2090,4180,0.0,760
4144,3859,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
4145,3860,108,Aderezo Cilantro-Limon,24,2600,62400,0.0,1010
4146,3860,102,Chilero Criollo Lucho,12,2000,24000,0.0,690
4147,3860,107,Salsa Verde Jalapeno,12,2500,30000,0.0,980
4148,3861,110,Salsa Curry Tropical,1,3400,3400,0.0,1520
4149,3861,106,Salsa Chipotle Dulce,1,2900,2900,0.0,1190
4150,3862,110,Salsa Curry Tropical,3,3400,10200,0.0,1520
4151,3863,102,Chilero Criollo Lucho,2,1900,3800,570.0,690
4152,3864,103,SALSA DE AJO LUCHO,12,2400,28800,0.0,820
4153,3864,101,Salsa Picante Habanero Lucho,12,2200,26400,0.0,760
4154,3864,102,chilero criollo lucho,24,2000,48000,0.0,690
4155,3865,102,Chilero Criollo Lucho,24,2000,48000,5760.0,690
4156,3866,102,chilero criollo lucho,1,2000,2000,500.0,690
4157,3867,103,Salsa de Ajo Lucho,1,2520,2520,0.0,820
4158,3867,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
4159,3868,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
4160,3869,105,Salsa BBQ Tamarindo,1,2850,2850,0.0,1280
4161,3870,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
4162,3871,101,Salsa Picante Habanero Lucho,24,2200,52800,6336.0,760
4163,3871,102,Chilero Criollo Lucho,24,2000,48000,5760.0,690
4164,3872,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
4165,3872,103,salsa de ajo lucho,1,2400,2400,0.0,820
4166,3873,101,Salsa Picante Habanero Lucho,6,2200,13200,0.0,760
4167,3874,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
4168,3875,102,Chilero Criollo Lucho,12,2000,24000,2880.0,690
4169,3875,103,SALSA DE AJO LUCHO,6,2400,14400,1728.0,820
4170,3876,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
4171,3877,101,salsa picante habanero lucho ,6,2200,13200,1584.0,760
4172,3878,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
4173,3878,102,Chilero Criollo Lucho,3,2000,6000,0.0,690
4174,3879,105,Salsa BBQ Tamarindo,1,3000,3000,0.0,1280
4175,3879,101,Salsa Picante Habanero Lucho,3,2200,6600,0.0,760
4176,3880,101,Salsa Picante Habanero Lucho,2,2200,4400,0.0,760
4177,3881,101,Salsa Picante Habanero Lucho,2,2200,4400,1100.0,760
4178,3882,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
4179,3883,104,Salsa Mango-Habanero,1,3360,3360,0.0,1350
4180,3883,101,SALSA PICANTE HABANERO LUCHO,1,2200,2200,0.0,760
4181,3884,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
4182,3885,101,Salsa Picante Habanero Lucho,12,2200,26400,3168.0,
4183,3886,102,Chilero Criollo Lucho,1,1900,1900,0.0,690
4184,3887,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
4185,3888,102,Chilero Criollo Lucho,24,2000,48000,0.0,690
4186,3889,109,Salsa Inferno Carolina Reaper,12,4500,54000,6480.0,2100
4187,3890,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
4188,3891,102,Chilero Criollo  Lucho,12,1900,22800,0.0,690
4189,3891,101,Salsa Picante Habanero Lucho,12,2200,26400,0.0,760
4190,3892,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
4191,3893,102,chilero criollo lucho,1,2000,2000,0.0,690
4192,3893,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
4193,3894,101,Salsa Picante Habanero Lucho,1,2310,2310,0.0,760
4194,3895,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
4195,3895,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
4196,3896,109,Salsa Inferno Carolina Reaper,1,4500,4500,0.0,2100
4197,3896,103,SALSA DE AJO LUCHO,3,2400,7200,0.0,820
4198,3897,102,Chilero Criollo Lucho,3,1900,5700,0.0,690
4199,3897,108,Aderezo Cilantro-Limon,1,2600,2600,0.0,1010
4200,3898,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
4201,3898,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
4202,3899,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
4203,3900,102,Chilero Criollo Lucho,6,2000,12000,0.0,690
4204,3900,103,Salsa de Ajo Lucho,6,2400,14400,0.0,820
4205,3901,103,Salsa de Ajo Lucho,24,2400,57600,0.0,820
4206,3901,102,Chilero Criollo Lucho,6,2000,12000,0.0,690
4207,3902,110,Salsa Curry Tropical,6,3400,20400,2448.0,1520
4208,3902,103,Salsa de Ajo Lucho,12,2400,28800,3456.0,820
4209,3903,101,Salsa Picante Habanero Lucho,36,2200,79200,0.0,760
4210,3904,102,Chilero Criollo Lucho,1,2000,2000,300.0,690
4211,3904,103,Salsa de Ajo Lucho,1,2400,2400,360.0,820
4212,3904,109,Salsa Inferno Carolina Reaper,3,4500,13500,2025.0,2100
4213,3905,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
4214,3906,102,Chilero Criollo Lucho,6,2000,12000,0.0,690
4215,3906,101,Salsa Picante Habanero Lucho,6,2200,13200,0.0,760
4216,3907,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
4217,3908,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
4218,3909,102,Chilero Criollo Lucho,3,2000,6000,0.0,690
4219,3909,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
4220,3910,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
4221,3911,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
4222,3911,108,Aderezo Cilantro-Limon,2,2600,5200,0.0,1010
4223,3911,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,
4224,3912,101,Salsa Picante Habanero Lucho,1,2310,2310,0.0,760
4225,3913,105,Salsa BBQ Tamarindo,1,3000,3000,750.0,1280
4226,3914,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
4227,3914,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
4228,3915,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
4229,3916,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
4230,3916,102,Chilero Criollo Lucho,1,2000,2000,0.0,
4231,3917,103,Salsa de Ajo Lucho,1,2520,2520,0.0,820
4232,3918,110,Salsa Curry Tropical,2,3400,6800,0.0,1520
4233,3918,103,Salsa de Ajo Lucho,2,2400,4800,0.0,820
4234,3918,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
4235,3919,103,SALSA DE AJO LUCHO,1,2400,2400,360.0,820
4236,3920,101,Salsa Picante Habanero Lucho,12,2200,26400,0.0,760
4237,3921,102,Chilero Criollo  Lucho,3,2000,6000,0.0,690
4238,3922,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
4239,3923,102,Chilero Criollo Lucho,2,2000,4000,0.0,690
4240,3924,103,SALSA DE AJO LUCHO,1,2400,2400,0.0,820
4241,3925,101,SALSA PICANTE HABANERO LUCHO,24,2200,52800,6336.0,760
4242,3926,102,Chilero Criollo Lucho,12,2000,24000,0.0,690
4243,3926,106,Salsa Chipotle Dulce,6,2900,17400,0.0,1190
4244,3926,101,Salsa Picante Habanero Lucho,24,2200,52800,0.0,760
4245,3927,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
4246,3928,102,Chilero Criollo Lucho,12,2000,24000,0.0,
4247,3928,103,Salsa de Ajo Lucho,12,2400,28800,0.0,820
4248,3928,101,Salsa Picante Habanero Lucho,6,2200,13200,0.0,760
4249,3929,101,Salsa Picante Habanero Lucho,2,2200,4400,1100.0,760
4250,3929,103,Salsa de Ajo Lucho,2,2400,4800,1200.0,820
4251,3930,102,chilero criollo lucho,1,2000,2000,0.0,690
4252,3931,109,Salsa Inferno Carolina Reaper,1,4500,4500,0.0,2100
4253,3931,103,Salsa de Ajo Lucho,9999,2400,4800,0.0,820
4254,3932,103,Salsa de Ajo Lucho,2,2400,4800,0.0,820
4255,3933,102,chilero criollo lucho,1,2000,2000,0.0,690
4256,3934,109,Salsa Inferno Carolina Reaper,1,4500,4500,0.0,2100
4257,3934,101,Salsa Picante Habanero Lucho,2,2200,4400,0.0,760
4258,3934,102,Chilero Criollo  Lucho,1,2000,2000,0.0,690
4259,3935,103,SALSA DE AJO LUCHO,36,2400,86400,10368.0,820
4260,3936,110,Salsa Curry Tropical,3,3400,10200,1530.0,1520
4261,3937,103,Salsa de Ajo Lucho,2,2400,4800,0.0,820
4262,3937,104,Salsa Mango-Habanero,1,3200,3200,0.0,1350
4263,3937,108,Aderezo Cilantro-Limon,1,2600,2600,0.0,1010
4264,3938,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
4265,3938,103,SALSA DE AJO LUCHO,1,2400,2400,0.0,820
4266,3939,102,chilero criollo lucho,3,1900,5700,0.0,690
4267,3939,108,Aderezo Cilantro-Limon,3,2600,7800,0.0,1010
4268,3940,102,Chilero Criollo Lucho,12,2000,24000,0.0,690
4269,3941,101,Salsa Picante Habanero Lucho,1,2090,2090,0.0,760
4270,3941,103,Salsa de Ajo Lucho,2,2400,4800,0.0,820
4271,3941,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
4272,3942,101,Salsa Picante Habanero Lucho,2,2200,4400,0.0,760
4273,3943,103,SALSA DE AJO LUCHO,2,2400,4800,0.0,820
4274,3943,101,salsa picante habanero lucho ,1,2200,2200,0.0,760
4275,3944,101,salsa picante habanero lucho ,1,2200,2200,0.0,760
4276,3945,102,Chilero Criollo Lucho,2,2000,4000,0.0,690
4277,3946,101,salsa picante habanero lucho ,24,2200,52800,0.0,760
4278,3947,107,Salsa Verde Jalapeno,36,2500,90000,0.0,980
4279,3947,103,SALSA DE AJO LUCHO,24,2400,57600,0.0,820
4280,3947,101,Salsa Picante Habanero Lucho,12,2200,26400,0.0,760
4281,3948,103,SALSA DE AJO LUCHO,1,2280,2280,0.0,820
4282,3949,102,Chilero Criollo Lucho,24,2000,48000,5760.0,690
4283,3950,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
4284,3950,102,Chilero Criollo Lucho,1,1900,1900,0.0,690
4285,3951,102,Chilero Criollo Lucho,2,2000,4000,0.0,690
4286,3951,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
4287,3952,106,Salsa Chipotle Dulce,1,2900,2900,0.0,1190
4288,3953,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
4289,3954,103,SALSA DE AJO LUCHO,1,2400,2400,0.0,820
4290,3955,103,SALSA DE AJO LUCHO,2,2400,4800,0.0,820
4291,3955,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
4292,3955,110,Salsa Curry Tropical,2,3400,6800,0.0,1520
4293,3956,103,salsa de ajo lucho,1,2400,2400,0.0,820
4294,3957,102,Chilero Criollo  Lucho,2,2000,4000,0.0,690
4295,3958,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
4296,3959,102,Chilero Criollo Lucho,2,2000,4000,0.0,690
4297,3959,109,Salsa Inferno Carolina Reaper,1,4500,4500,0.0,2100
4298,3960,102,Chilero Criollo Lucho,24,1900,45600,5472.0,690
4299,3961,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
4300,3962,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
4301,3963,103,Salsa de Ajo Lucho,1,2280,2280,0.0,820
4302,3964,101,Salsa Picante Habanero Lucho,2,2200,4400,0.0,760
4303,3965,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
4304,3966,102,Chilero Criollo Lucho,24,2000,48000,0.0,690
4305,3966,103,Salsa de Ajo Lucho,24,2400,57600,0.0,820
4306,3967,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
4307,3968,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
4308,3968,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
4309,3969,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,
4310,3970,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,
4311,3970,102,chilero criollo lucho,3,2000,6000,0.0,690
4312,3971,103,Salsa de Ajo Lucho,2,2400,4800,0.0,820
4313,3971,101,SALSA PICANTE HABANERO LUCHO,1,2200,2200,0.0,
4314,3972,101,Salsa Picante Habanero Lucho,2,2200,4400,660.0,760
4315,3973,105,Salsa BBQ Tamarindo,6,3000,18000,0.0,1280
4316,3973,102,Chilero Criollo Lucho,12,2000,24000,0.0,690
4317,3974,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,
4318,3975,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
4319,3976,101,Salsa Picante Habanero Lucho,6,2200,13200,1584.0,760
4320,3977,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
4321,3978,101,salsa picante habanero lucho ,1,2200,2200,0.0,760
4322,3979,102,Chilero Criollo Lucho,12,2000,24000,0.0,690
4323,3980,105,Salsa BBQ Tamarindo,2,3000,6000,0.0,1280
4324,3980,104,Salsa Mango-Habanero,1,3200,3200,0.0,1350
4325,3981,103,Salsa de Ajo Lucho,2,2400,4800,0.0,820
4326,3981,108,Aderezo Cilantro-Limon,1,2600,2600,0.0,1010
4327,3982,101,salsa picante habanero lucho ,1,2200,2200,0.0,760
4328,3983,102,Chilero Criollo  Lucho,12,2000,24000,2880.0,690
4329,3983,101,Salsa Picante Habanero Lucho,24,2200,52800,6336.0,760
4330,3984,101,Salsa Picante Habanero Lucho,2,2200,4400,0.0,760
4331,3985,109,Salsa Inferno Carolina Reaper,2,4500,9000,0.0,
4332,3985,105,Salsa BBQ Tamarindo,1,3000,3000,0.0,1280
4333,3986,110,Salsa Curry Tropical,1,3400,3400,0.0,1520
4334,3987,101,Salsa Picante Habanero Lucho,1,2310,2310,0.0,760
4335,3988,102,chilero criollo lucho,2,2000,4000,0.0,690
4336,3988,107,Salsa Verde Jalapeno,1,2500,2500,0.0,980
4337,3989,102,Chilero Criollo Lucho,12,2000,24000,2880.0,690
4338,3990,102,Chilero Criollo Lucho,2,2000,4000,0.0,690
4339,3990,103,salsa de ajo lucho,1,2400,2400,0.0,820
4340,3990,101,Salsa Picante Habanero Lucho,2,2200,4400,0.0,760
4341,3991,102,Chilero Criollo Lucho,12,2100,25200,3024.0,690
4342,3991,110,Salsa Curry Tropical,6,3400,20400,2448.0,1520
4343,3992,102,Chilero Criollo Lucho,12,2000,24000,2880.0,690
4344,3992,101,Salsa Picante Habanero Lucho,12,2200,26400,3168.0,760
4345,3993,101,Salsa Picante Habanero Lucho,24,2200,52800,0.0,760
4346,3994,103,Salsa de Ajo Lucho,2,2400,4800,0.0,820
4347,3995,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
4348,3996,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
4349,3997,101,Salsa Picante Habanero Lucho,1,2200,2200,330.0,760
4350,3998,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
4351,3999,107,Salsa Verde Jalapeno,1,2625,2625,0.0,980
4352,4000,110,Salsa Curry Tropical,1,3400,3400,0.0,1520
4353,4001,101,Salsa Picante Habanero Lucho,1,2310,2310,0.0,760
4354,4001,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
4355,4002,102,Chilero Criollo Lucho,12,2100,25200,0.0,690
4356,4003,102,Chilero Criollo Lucho,2,2000,4000,600.0,690
4357,4004,103,Salsa de Ajo Lucho,12,2400,28800,3456.0,820
4358,4004,104,Salsa Mango-Habanero,24,3200,76800,9216.0,1350
4359,4005,103,Salsa de Ajo Lucho,12,2400,28800,3456.0,820
4360,4006,101,Salsa Picante Habanero Lucho,6,2200,13200,0.0,
4361,4006,102,Chilero Criollo Lucho,6,2000,12000,0.0,690
4362,4007,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
4363,4008,101,Salsa Picante Habanero Lucho,1,2310,2310,577.5,760
4364,4008,103,salsa de ajo lucho,1,2400,2400,600.0,820
4365,4009,102,Chilero Criollo Lucho,3,2000,6000,0.0,690
4366,4009,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
4367,4009,103,Salsa de Ajo Lucho,1,2400,2400,0.0,
4368,4010,101,Salsa Picante Habanero Lucho,-2,2200,79200,9504.0,760
4369,4011,101,Salsa Picante Habanero Lucho,36,2200,79200,9504.0,760
4370,4012,102,Chilero Criollo Lucho,6,2000,12000,0.0,690
4371,4012,101,Salsa Picante Habanero Lucho,12,2200,26400,0.0,760
4372,4012,103,Salsa de Ajo Lucho,6,2400,14400,0.0,820
4373,4013,102,chilero criollo lucho,2,2000,4000,0.0,690
4374,4014,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
4375,4015,103,SALSA DE AJO LUCHO,1,2400,2400,0.0,820
4376,4016,101,Salsa Picante Habanero Lucho,2,2200,4400,1100.0,760
4377,4016,104,Salsa Mango-Habanero,2,3200,6400,1600.0,1350
4378,4017,103,Salsa de Ajo Lucho,3,2280,6840,0.0,820
4379,4018,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
4380,4019,109,Salsa Inferno Carolina Reaper,1,4500,4500,0.0,
4381,4019,101,Salsa Picante Habanero Lucho,1,2310,2310,0.0,760
4382,4019,106,Salsa Chipotle Dulce,1,2900,2900,0.0,1190
4383,4020,103,Salsa de Ajo Lucho,12,2400,28800,3456.0,820
4384,4020,104,Salsa Mango-Habanero,12,3360,40320,4838.4,1350
4385,4021,101,salsa picante habanero lucho ,2,2200,4400,0.0,760
4386,4022,103,Salsa de Ajo Lucho,12,2400,28800,3456.0,820
4387,4023,105,Salsa BBQ Tamarindo,2,3000,6000,0.0,1280
4388,4023,102,Chilero Criollo  Lucho,1,2000,2000,0.0,690
4389,4024,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
4390,4024,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
4391,4024,105,Salsa BBQ Tamarindo,1,3000,3000,0.0,1280
4392,4025,110,Salsa Curry Tropical,2,3400,6800,0.0,1520
4393,4026,102,Chilero Criollo Lucho,6,2000,12000,1440.0,690
4394,4027,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
4395,4027,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
4396,4028,109,Salsa Inferno Carolina Reaper,1,4500,4500,0.0,2100
4397,4028,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
4398,4029,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
4399,4030,102,Chilero Criollo  Lucho,3,2000,6000,0.0,690
4400,4031,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
4401,4031,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
4402,4032,102,Chilero Criollo Lucho,2,2000,4000,0.0,690
4403,4033,102,Chilero Criollo Lucho,12,2000,24000,0.0,690
4404,4034,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
4405,4035,101,Salsa Picante Habanero Lucho,3,2310,6930,1732.5,760
4406,4036,103,Salsa de Ajo Lucho,3,2400,7200,0.0,820
4407,4037,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
4408,4038,110,Salsa Curry Tropical,1,3400,3400,0.0,1520
4409,4038,103,SALSA DE AJO LUCHO,1,2280,2280,0.0,820
4410,4039,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
4411,4040,103,Salsa de Ajo Lucho,3,2400,7200,1080.0,820
4412,4041,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
4413,4042,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
4414,4042,101,salsa picante habanero lucho ,2,2200,4400,0.0,760
4415,4043,107,Salsa Verde Jalapeno,1,2500,2500,0.0,980
4416,4043,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
4417,4044,105,Salsa BBQ Tamarindo,3,3000,9000,0.0,1280
4418,4045,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
4419,4045,103,Salsa de Ajo Lucho,1,2400,2400,0.0,
4420,4046,102,Chilero Criollo Lucho,1,2000,2000,300.0,690
4421,4046,105,Salsa BBQ Tamarindo,1,3000,3000,450.0,1280
4422,4046,103,Salsa de Ajo Lucho,1,2520,2520,378.0,820
4423,4046,108,Aderezo Cilantro-Limon,2,2600,5200,780.0,1010
4424,4047,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
4425,4048,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,
4426,4049,101,SALSA PICANTE HABANERO LUCHO,1,2200,2200,0.0,760
4427,4050,103,Salsa de Ajo Lucho,2,2400,4800,0.0,820
